Price,# Bedroom,# Bathroom,size(square feet),homeType,address,Date,Today
"$1,200,000",7,3,-,-,"2119 Grand Ave #A, Bronx, NY 10453",NAN,2021-10-19
"$889,000",3,2,1,-,"4605 217th St, Flushing, NY 11361",NAN,2021-10-19
"$1,199,000",5,3,3,-,"2 Bionia Ave, Staten Island, NY 10305",NAN,2021-10-19
"$355,000",2,1,-,-,"1615 Avenue 606, Brooklyn, NY 11230",NAN,2021-10-19
"$375,000",1,1,-,-,"1615 Avenue 305, Brooklyn, NY 11230",NAN,2021-10-19
"$219,000",1,1,-,-,"204-12 35th Ave FLOOR 2, Bayside, NY 11361",NAN,2021-10-19
"$2,180,000",6,3,3,-,"8009 13th Ave, Brooklyn, NY 11228",NAN,2021-10-19
"$329,000",1,1,8,-,"2935 W 5th St APT 4A, Brooklyn, NY 11224",NAN,2021-10-19
"$948,000",4,3,1,-,"73-26 192nd St, Fresh Meadows, NY 11366",NAN,2021-10-19
"$7,450,000",6,6,5,-,"216 E 18th St #1, New York, NY 10003",NAN,2021-10-19
"$2,165,000",2,2,1,-,"252 South St UNIT 12D, New York, NY 10002",NAN,2021-10-19
"$885,000",2,1,1,-,"572 Grand St APT G505, New York, NY 10002",NAN,2021-10-19
"$1,600,000",3,3,-,-,"138 E 36th St APT 1C, New York, NY 10016",NAN,2021-10-19
"$2,200,000",1,2,1,-,"641 5th Ave #42C, New York, NY 10022",NAN,2021-10-19
"$92,358",1,1,7,-,"504 W 171st St APT 4C, New York, NY 10032",NAN,2021-10-19
"$995,000",1,1,8,-,"220 Riverside Blvd #4C, New York, NY 10069",NAN,2021-10-19
"$560,000",1,1,5,-,"1238 63rd St #208, Brooklyn, NY 11219",NAN,2021-10-19
"$259,000",2,1,1,-,"3119 Bailey Ave APT 3-K, Bronx, NY 10463",NAN,2021-10-19
"$248,000",1,1,8,-,"84-01 Main St #220, Jamaica, NY 11435",NAN,2021-10-19
"$650,000",3,2,1,-,"2877 W 35th St, Brooklyn, NY 11224",NAN,2021-10-19
"$100,000",S,1,-,-,"1230 Boston Rd APT 29, Bronx, NY 10456",NAN,2021-10-19
"$2,110,000",2,2,1,-,"252 South St #59B, New York, NY 10002",NAN,2021-10-19
"$3,500,000",1,7,5,-,"1263 President St, Brooklyn, NY 11213",NAN,2021-10-19
"$875,800",3,2,1,-,"4606 189th St, Flushing, NY 11358",NAN,2021-10-19
"$139,000",S,1,-,-,"16420 Highland Ave APT 3K, Jamaica, NY 11432",NAN,2021-10-19
"$629,000",3,2,1,-,"3478 Kingsland Ave, Bronx, NY 10469",NAN,2021-10-19
"$1,150,000",2,1,-,-,"231 W 21st St APT 5B, New York, NY 10011",NAN,2021-10-19
"$1,599,000",5,3,-,-,"25-49 82nd St, East Elmhurst, NY 11370",NAN,2021-10-19
"$3,295,000",3,3,2,-,"253 Pacific St #1, Brooklyn, NY 11201",NAN,2021-10-19
"$625,000",1,1,7,-,"14-47 28th Ave #BB2, Astoria, NY 11102",NAN,2021-10-19
"$569,900",3,4,1,-,"17 Lillie Ln, Staten Island, NY 10314",NAN,2021-10-19
"$775,000",4,2,2,-,"1335 Saint Marks Ave, Brooklyn, NY 11233",NAN,2021-10-19
"$399,000",2,1,9,-,"102-21 63rd Rd #A16, Forest Hills, NY 11375",NAN,2021-10-19
"$1,100,000",4,2,1,-,"144-36 73rd Ave, Flushing, NY 11367",NAN,2021-10-19
"$329,000",2,1,-,-,"105-30 66th Ave #5D, Forest Hills, NY 11375",NAN,2021-10-19
"$449,000",2,2,-,-,"155-02 116th Rd, Jamaica, NY 11434",NAN,2021-10-19
"$489,000",2,2,1,-,"109 Lombard Ct, Staten Island, NY 10312",NAN,2021-10-19
"$325,000",1,1,6,-,"9801 Shore Rd APT AA, Brooklyn, NY 11209",NAN,2021-10-19
"$7,300,000+",4,5,2,-,"Four Bedroom Residence Plan, 200 Amsterdam",NAN,2021-10-19
"$799,000",4,3,1,-,"987 E 39th St, Brooklyn, NY 11210",NAN,2021-10-19
"$1,670,000",1,2,-,-,"431 E 6th St #G2, New York, NY 10009",NAN,2021-10-19
"$1,970,000",2,2,1,-,"140 W 22nd St APT 6, New York, NY 10011",NAN,2021-10-19
"$1,575,000",4,3,1,-,"6306 138th St, Flushing, NY 11367",NAN,2021-10-19
"$639,000",1,1,7,-,"132-35 Sanford Ave FLOOR 6, Flushing, NY 11355",NAN,2021-10-19
"$1,175,000",6,3,-,-,"86-24 143rd St, Jamaica, NY 11435",NAN,2021-10-19
"$1,690,000",8,2,2,-,"518 Senator St, Brooklyn, NY 11220",NAN,2021-10-19
"$639,000",2,2,-,-,"14223 37th Ave APT 3D, Flushing, NY 11354",NAN,2021-10-19
"$699,000",5,4,1,-,"6814 Elizabeth Ave, Far Rockaway, NY 11692",NAN,2021-10-19
"$420,000",3,2,1,-,"758 Brook Ave #56D, Bronx, NY 10451",NAN,2021-10-19
"$650,000",4,2,1,-,"2842 W 31st St, Brooklyn, NY 11224",NAN,2021-10-19
"$3,995,000",3,3,3,-,"200 Mercer St APT 1G, New York, NY 10012",NAN,2021-10-19
"$1,600,000",1,2,1,-,"112 W 18th St APT 4B, New York, NY 10011",NAN,2021-10-19
"$1,950,000",7,4,2,-,"976 56th St, Brooklyn, NY 11219",NAN,2021-10-19
"$999,000",7,2,2,-,"92-13 103rd Ave, Ozone Park, NY 11416",NAN,2021-10-19
"$1,450,000",1,6,-,-,"42-01 97th Pl, Corona, NY 11368",NAN,2021-10-19
"$799,000",7,5,3,-,"410 Beach 22nd St, Far Rockaway, NY 11691",NAN,2021-10-19
"$449,900",3,1,1,-,"34C Edgewater Park Park #34C, Bronx, NY 10465",NAN,2021-10-19
"$1,100,000",4,3,1,-,"6829 Loubet St, Flushing, NY 11375",NAN,2021-10-19
"$315,000",1,1,-,-,"82-06 34th Ave APT 1H, Jackson Heights, NY 11372",NAN,2021-10-19
"$475,000",1,1,8,-,"100 Remsen St #K7, Brooklyn, NY 11201",NAN,2021-10-19
"$519,000",S,1,-,-,"127 W 96th St APT 13C, New York, NY 10025",NAN,2021-10-19
"$819,990",6,2,-,-,"25602 Francis Lewis Blvd, Rosedale, NY 11422",NAN,2021-10-19
"$985,000",4,3,-,-,"(undisclosed Address), Jamaica, NY 11435",NAN,2021-10-19
"$185,000",1,1,7,-,"2545 Sedgwick Ave APT 5-G, Bronx, NY 10468",NAN,2021-10-19
"$599,999",3,3,-,-,"14211 Sutter Ave, Jamaica, NY 11436",NAN,2021-10-19
"$775,000",1,1,1,-,"35 Seacoast Ter APT V, Brooklyn, NY 11235",NAN,2021-10-19
"$400,000",1,1,6,-,"50-05 43rd Ave #5F, Woodside, NY 11377",NAN,2021-10-19
"$925,000",5,2,-,-,"163-07 92nd St, Howard Beach, NY 11414",NAN,2021-10-19
"$289,900",1,1,-,-,"94-11 59th Ave #E1, Elmhurst, NY 11373",NAN,2021-10-19
"$335,000",S,1,-,-,"321 E 45th St APT 1C, New York, NY 10017",NAN,2021-10-19
"$699,900",3,3,-,-,"14-70 Point Breeze Pl, Far Rockaway, NY 11691",NAN,2021-10-19
"$815,000",3,2,1,-,"2371 Bragg St, Brooklyn, NY 11229",NAN,2021-10-19
"$1,200,000",6,4,2,-,"169-03 89th Ave, Jamaica, NY 11432",NAN,2021-10-19
"$190,000",1,1,8,-,"3311 Giles Pl APT 4H, Bronx, NY 10463",NAN,2021-10-19
"$995,000",2,2,9,-,"2323 31st Ave #6E-6M, Astoria, NY 11106",NAN,2021-10-19
"$2,150,000",2,2,1,-,"171 Columbia Hts #4D, Brooklyn, NY 11201",NAN,2021-10-19
"$660,000",S,1,7,-,"440 E 6th St APT 4D, New York, NY 10009",NAN,2021-10-19
"$3,910,000",2,2,1,-,"30 Riverside Blvd #35G, New York, NY 10069",NAN,2021-10-19
"$1,695,000",3,2,-,-,"260 W End Ave #2/3E, New York, NY 10023",NAN,2021-10-19
"$1,350,000",4,3,-,-,"217-26 Corbett Road, Bayside, NY 11361",NAN,2021-10-19
"$25,000,000",5,6,4,-,"115 Central Park W, New York, NY 10023",NAN,2021-10-19
"$875,000",S,1,-,-,"431 E 6th St #G, New York, NY 10009",NAN,2021-10-19
"$240,000",S,2,4,-,"175 Zoe St APT 2O, Staten Island, NY 10305",NAN,2021-10-19
"$1,650,000",6,2,-,-,"639 Ovington Ave, Brooklyn, NY 11209",NAN,2021-10-19
"$399,000",2,2,8,-,"15306 111th Rd, Jamaica, NY 11433",NAN,2021-10-19
"$699,000",1,1,5,-,"225 15th St APT 3B, Brooklyn, NY 11215",NAN,2021-10-19
"$3,895,000",3,4,1,-,"322 W 57th St #Q56, New York, NY 10019",NAN,2021-10-19
"$379,000",2,1,-,-,"14-16 212th St #168, Bayside, NY 11360",NAN,2021-10-19
"$795,000",S,1,-,-,"431 E 6th St APT 2, New York, NY 10009",NAN,2021-10-19
"$499,000",3,1,1,-,"13328 223rd St, Laurelton, NY 11413",NAN,2021-10-19
"$285,000",S,1,6,-,"144-70 41st Ave APT 4D, Flushing, NY 11355",NAN,2021-10-19
"$999,000",-,3,2,-,"92 Clearmont Ave, Staten Island, NY 10309",NAN,2021-10-19
"$599,000",1,1,-,-,"40 W 67th St APT 1B, New York, NY 10023",NAN,2021-10-19
"$1,595,000",2,2,1,-,"230 E 15th St, New York, NY 10003",NAN,2021-10-19
"$1,020,000",1,1,6,-,"18 W 48th St APT 4D, New York, NY 10036",NAN,2021-10-19
"$595,000",S,1,-,-,"22 Grove St APT 1D, New York, NY 10014",NAN,2021-10-19
"$500,000",2,2,2,-,"140 Robin Rd, Staten Island, NY 10305",NAN,2021-10-19
"$399,999",2,1,-,-,"99-40 63rd Rd APT 14X, Rego Park, NY 11374",NAN,2021-10-19
"$2,480,000",1,4,4,-,"33 26/24 145th Pl, Flushing, NY 11354",NAN,2021-10-19
"$899,000",3,3,-,-,"5605 184th St, Flushing, NY 11365",NAN,2021-10-19
"$2,100,000",1,6,-,-,"250 53rd St, Brooklyn, NY 11220",NAN,2021-10-19
"$675,000",1,1,8,-,"13235 Sanford Ave, Flushing, NY 11355",NAN,2021-10-19
"$149,000",NAN,NAN,NAN,NAN,"0 Rosewood Ln, Castleton, VT 05735",NAN,2021-10-19
"$399,000",2,1,8,-,"12 Edgewater Park #B, Bronx, NY 10465",NAN,2021-10-19
"$565,000",1,1,6,-,"421 Maple St #301, Brooklyn, NY 11225",NAN,2021-10-19
"$565,000",1,1,6,-,"421 Maple St #401, Brooklyn, NY 11225",NAN,2021-10-19
"$338,000",1,1,7,-,"755 Narrows Rd N, Staten Island, NY 10304",NAN,2021-10-19
"$830,000",3,2,2,-,"143 E 32nd St, Brooklyn, NY 11226",NAN,2021-10-19
"$599,000",3,2,1,-,"143 Bay Ridge Pkwy #3, Brooklyn, NY 11209",NAN,2021-10-19
"$675,000",3,2,1,-,"1205 Van Nest Ave, Bronx, NY 10461",NAN,2021-10-19
"$599,000",1,1,6,-,"505 E 79th St APT 8F, New York, NY 10075",NAN,2021-10-19
"$185,000",1,1,7,-,"2545 Sedgwick Ave APT 5-G, Bronx, NY 10468",NAN,2021-10-19
"$749,995",3,3,2,-,"32 Purdue St, Staten Island, NY 10314",NAN,2021-10-19
"$1,598,000",1,4,3,-,"770 42nd St, Brooklyn, NY 11232",NAN,2021-10-19
"$879,000",3,2,1,-,"147-03 78th Ave, Flushing, NY 11367",NAN,2021-10-19
"$769,999",7,3,3,-,"1508 E 222nd St, Bronx, NY 10469",NAN,2021-10-19
"$975,000",3,2,1,-,"63-44 72nd St, Middle Village, NY 11379",NAN,2021-10-19
"$485,000",2,1,-,-,"3343 14th St APT 2B, Astoria, NY 11106",NAN,2021-10-19
"$1,150,000",2,1,-,-,"154 W 77th St #1R, New York, NY 10024",NAN,2021-10-19
"$1,730,000",8,4,2,-,"81-18 Pettit Ave, Elmhurst, NY 11373",NAN,2021-10-19
"$860,000",4,3,2,-,"13811 223rd St, Laurelton, NY 11413",NAN,2021-10-19
"$185,000",1,1,8,-,"3901 Independence Ave APT 7D, Bronx, NY 10463",NAN,2021-10-19
"$168,000",1,1,-,-,"24120 Northern Blvd APT 1C, Flushing, NY 11362",NAN,2021-10-19
"$839,000",3,3,1,-,"1947 Ryder St, Brooklyn, NY 11234",NAN,2021-10-19
"$400,000",1,1,5,-,"2801 E 26th St APT 2A, Brooklyn, NY 11235",NAN,2021-10-19
"$525,000",S,1,5,-,"242 E 25th St APT 10E, New York, NY 10010",NAN,2021-10-19
"$750,000",4,2,-,-,"94-31 134th Ave, Ozone Park, NY 11417",NAN,2021-10-19
"$630,000",2,2,1,-,"2839 W 28th St, Brooklyn, NY 11224",NAN,2021-10-19
"$625,000",3,2,-,-,"71-26 Sutton Pl #3, Fresh Meadows, NY 11365",NAN,2021-10-19
"$1,050,000",4,4,2,-,"90 Menahan St, Brooklyn, NY 11221",NAN,2021-10-19
"$1,495,000",1,1,1,-,"109 W 26th St ROOM 8B, New York, NY 10001",NAN,2021-10-19
"$955,000",3,3,-,-,"88-18 Rutledge Ave, Ridgewood, NY 11385",NAN,2021-10-19
"$1,125,000",5,3,2,-,"732 Vincent Ave, Bronx, NY 10465",NAN,2021-10-19
"$1,269,000",4,3,2,-,"123 Beach 62 St, Arverne, NY 11692",NAN,2021-10-19
"$1,750,000",3,4,2,-,"167 Jefferson Ave, Brooklyn, NY 11216",NAN,2021-10-19
"$149,900",1,1,7,-,"3400 Wayne Ave APT B42, Bronx, NY 10467",NAN,2021-10-19
"$195,000",1,1,-,-,"87-19 204th St #A27, Hollis, NY 11423",NAN,2021-10-19
"$999,999",3,2,2,-,"45 Pilling St, Brooklyn, NY 11207",NAN,2021-10-19
"$1,875,000",2,3,1,-,"30 Little West St #7B, New York, NY 10280",NAN,2021-10-19
"$379,000",1,1,7,-,"65-15 38th Ave APT 4P, Woodside, NY 11377",NAN,2021-10-19
"$2,500,000",2,2,1,-,"53 Horatio St #2, New York, NY 10014",NAN,2021-10-19
"$550,000",S,1,5,-,"230 E 52nd St #1A, New York, NY 10022",NAN,2021-10-19
"$1,299,000",3,2,1,-,"67-125 Burns St, Forest Hills, NY 11375",NAN,2021-10-19
"$4,000,000",6,4,3,-,"175 E 116th St APT 2, New York, NY 10029",NAN,2021-10-19
"$1,598,000",4,4,4,-,"3 Carolina Rd, Flushing, NY 11362",NAN,2021-10-19
"$525,000",2,1,-,-,"21-10 33rd Rd APT 8A, Astoria, NY 11106",NAN,2021-10-19
"$595,000",2,1,1,-,"1825 Riverside Dr #3A, New York, NY 10034",NAN,2021-10-19
"$1,875,000",2,2,1,-,"205 E 63rd St PENTHOUSE E, New York, NY 10065",NAN,2021-10-19
"$949,999",4,2,1,-,"2336 Brigham St, Brooklyn, NY 11229",NAN,2021-10-19
"$750,000",4,3,-,-,"219-14 113th Ave, Queens Village, NY 11429",NAN,2021-10-19
"$719,000",3,3,-,-,"89-56 Vanderveer St, Queens Village, NY 11427",NAN,2021-10-19
"$1,350,000",4,3,-,-,"21726 Corbett Rd, Flushing, NY 11361",NAN,2021-10-19
"$725,000",S,1,5,-,"405 W 23rd St APT 12B, New York, NY 10011",NAN,2021-10-19
"$749,000",4,2,-,-,"11009 172nd St, Jamaica, NY 11433",NAN,2021-10-19
"$919,000",S,1,2,-,"451 Bolton Ave, Bronx, NY 10473",NAN,2021-10-19
"$269,999",1,1,7,-,"8116 Langdale St #250B, New Hyde Park, NY 11040",NAN,2021-10-19
"$200,000",3,1,1,-,"2922 Barnes Ave APT 6E, Bronx, NY 10467",NAN,2021-10-19
"$329,999",1,1,8,-,"9059 56th Ave APT 9D, Elmhurst, NY 11373",NAN,2021-10-19
"$1,699,000",7,6,3,-,"1756 Bergen St, Brooklyn, NY 11233",NAN,2021-10-19
"$1,395,000",2,2,1,-,"333 W 84th St APT 3, New York, NY 10024",NAN,2021-10-19
"$4,650,000",2,3,1,-,"151 E 58th St APT 35D, New York, NY 10022",NAN,2021-10-19
"$1,995,000",2,2,1,-,"411 E 53rd St PENTHOUSE D, New York, NY 10022",NAN,2021-10-19
"$424,000",2,1,9,-,"98-20 62nd Dr #14H, Rego Park, NY 11374",NAN,2021-10-19
"$2,350,000",2,2,1,-,"120 Java St PENTHOUSE B, Brooklyn, NY 11222",NAN,2021-10-19
"$725,000",4,2,2,-,"3936 Murdock Ave, Bronx, NY 10466",NAN,2021-10-19
"$899,000",5,4,1,-,"1231 E 89th St, Brooklyn, NY 11236",NAN,2021-10-19
"$220,000",2,1,7,-,"36 Convent Ave #18, New York, NY 10027",NAN,2021-10-19
"$3,500,000",3,4,2,-,"290 W End Ave APT 16A, New York, NY 10023",NAN,2021-10-19
"$750,000",1,1,-,-,"605 Park Ave APT 3G, New York, NY 10065",NAN,2021-10-19
"$1,195,000",1,2,7,-,"200 E 69th St APT 5P, New York, NY 10021",NAN,2021-10-19
"$215,000",1,1,-,-,"129 E 102nd St APT 4F, New York, NY 10029",NAN,2021-10-19
"$639,000",2,2,-,-,"132-03 Sanford Ave #5, Flushing, NY 11355",NAN,2021-10-19
"$415,000",3,2,9,-,"49 Bush Ave, Staten Island, NY 10303",NAN,2021-10-19
"$3,450,000",3,3,-,-,"1165 Park Ave #3A, New York, NY 10128",NAN,2021-10-19
"$570,000",1,1,-,-,"321 E 43rd St APT 814, New York, NY 10017",NAN,2021-10-19
"$925,000",3,3,-,-,"251-49 57th Ave, Little Neck, NY 11362",NAN,2021-10-19
"$570,000",1,1,-,-,"321 E 43rd St APT 814, New York, NY 10017",NAN,2021-10-19
"$3,350,000",6,6,3,-,"821 Riverside Dr, New York, NY 10032",NAN,2021-10-19
"$2,200,000",9,5,-,-,"5714 Xenia St, Flushing, NY 11368",NAN,2021-10-19
"$599,000",3,3,-,-,"240-17 144th Ave, Rosedale, NY 11422",NAN,2021-10-19
"$970,000",2,2,1,-,"1501 Voorhies Ave #27D, Brooklyn, NY 11235",NAN,2021-10-19
"$525,000",S,1,-,-,"423 95th St #D3, Brooklyn, NY 11209",NAN,2021-10-19
"$2,590,000",3,2,-,-,"22 Pierrepont St APT 3, Brooklyn, NY 11201",NAN,2021-10-19
"$735,000",1,1,9,-,"405 W 57th St APT 3H, New York, NY 10019",NAN,2021-10-19
"$1,495,000",2,2,1,-,"1623 3rd Ave APT 8H, New York, NY 10128",NAN,2021-10-19
"$5,125,000",4,2,1,-,"116 Central Park S APT 11N, New York, NY 10019",NAN,2021-10-19
"$735,000",S,1,5,-,"106 Central Park S APT 3G, New York, NY 10019",NAN,2021-10-19
"$1,119,000",NAN,NAN,NAN,NAN,"1580 Dekalb Ave, Brooklyn, NY 11237",NAN,2021-10-19
"$369,000",2,1,-,-,"83-11 139th St #6E, Jamaica, NY 11435",NAN,2021-10-19
"$5,125,000",6,5,-,-,"152 Beard St #1, Brooklyn, NY 11231",NAN,2021-10-19
"$425,000",S,1,-,-,"54 Orange St APT E, Brooklyn, NY 11201",NAN,2021-10-19
"$849,000",3,3,2,-,"2274 E 29th St, Brooklyn, NY 11229",NAN,2021-10-19
"$3,350,000",2,2,1,-,"3 E 77th St APT 9A, New York, NY 10075",NAN,2021-10-19
"$395,000",2,1,1,-,"9850 67th Ave APT 6G, Rego Park, NY 11374",NAN,2021-10-19
"$4,325,000",3,4,2,-,"24 Central Park S #11E, New York, NY 10019",NAN,2021-10-19
"$2,949,888",6,4,4,-,"14-27 Astoria Blvd #MIX, Astoria, NY 11102",NAN,2021-10-19
"$2,125,000",2,2,-,-,"201 W 70th St APT 30K, New York, NY 10023",NAN,2021-10-19
"$1,495,000",1,1,6,-,"540 6th Ave #7B, New York, NY 10011",NAN,2021-10-19
"$550,000",S,1,4,-,"210 E 47th St APT 8A, New York, NY 10017",NAN,2021-10-19
"$1,575,000",2,2,1,-,"21-30 44th Dr #3C, Long Island City, NY 11101",NAN,2021-10-19
"$1,199,000",6,5,-,-,"108 Schenck Ave, Brooklyn, NY 11207",NAN,2021-10-19
"$599,000",3,2,2,-,"316 Elverton Ave, Staten Island, NY 10308",NAN,2021-10-19
"$1,199,000",6,2,-,-,"70-39 64th Pl, Ridgewood, NY 11385",NAN,2021-10-19
"$999,000",4,3,2,-,"5805 Waldron St, Flushing, NY 11368",NAN,2021-10-19
"$1,249,284",3,5,2,-,"284 10th St, Staten Island, NY 10306",NAN,2021-10-19
"$569,000",3,2,1,-,"27 Star Ct, Staten Island, NY 10312",NAN,2021-10-19
"$489,000",2,2,6,-,"10427 38th Ave #4A, Corona, NY 11368",NAN,2021-10-19
"$1,200,000",6,3,1,-,"82-66 89th St, Ridgewood, NY 11385",NAN,2021-10-19
"$1,950,000",4,4,-,-,"554A Lexington Ave, Brooklyn, NY 11221",NAN,2021-10-19
"$3,145,000",3,3,1,-,"11 Hoyt St #47H, Brooklyn, NY 11201",NAN,2021-10-19
"$2,960,000",3,3,1,-,"11 Hoyt St APT 47A, Brooklyn, NY 11201",NAN,2021-10-19
"$2,900,000",2,2,1,-,"420 W 25th St APT 9C, New York, NY 10001",NAN,2021-10-19
"$1,875,000",2,2,-,-,"445 W 19th St PENTHOUSE F, New York, NY 10011",NAN,2021-10-19
"$730,000",1,1,6,-,"352 W 117th St APT 2B, New York, NY 10026",NAN,2021-10-19
"$2,150,000",2,2,9,-,"368 3rd Ave #16B, New York, NY 10016",NAN,2021-10-19
"$2,995,000",4,4,2,-,"320 Riverside Dr #5GE, New York, NY 10025",NAN,2021-10-19
"$789,000",2,2,1,-,"474 48th Ave APT 29B, Long Island City, NY 11109",NAN,2021-10-19
"$375,000",2,1,1,-,"102-55 67th Dr, Forest Hills, NY 11375",NAN,2021-10-19
"$2,900,000",2,2,1,-,"420 W 25th St APT 9C, New York, NY 10001",NAN,2021-10-19
"$750,000",1,1,6,-,"1991 Broadway APT 4A, New York, NY 10023",NAN,2021-10-19
"$1,350,000",2,6,1,-,"320 Riverside Dr APT 5C, New York, NY 10025",NAN,2021-10-19
"$1,875,000",2,2,-,-,"445 W 19th St PENTHOUSE F, New York, NY 10011",NAN,2021-10-19
"$899,000",1,1,-,-,"1 Sutton Pl #1, New York, NY 10022",NAN,2021-10-19
"$730,000",1,1,6,-,"352 W 117th St APT 2B, New York, NY 10026",NAN,2021-10-19
"$450,000",S,1,5,-,"345 E 52nd St APT 4B, New York, NY 10022",NAN,2021-10-19
"$1,100,000",6,5,-,-,"12046 132nd St, Jamaica, NY 11420",NAN,2021-10-19
"$1,149,000",-,5,-,-,"2744 E 64th St, Brooklyn, NY 11234",NAN,2021-10-19
"$605,000",3,2,1,-,"3349 Mickle Ave, Bronx, NY 10469",NAN,2021-10-19
"$1,180,000",8,4,-,-,"20658 45th Dr, Bayside, NY 11361",NAN,2021-10-19
"$749,999",4,-,1,-,"1118 Ellsworth Ave, Bronx, NY 10465",NAN,2021-10-19
"$499,900",2,2,1,-,"17 Vogel Loop, Staten Island, NY 10314",NAN,2021-10-19
"$680,000",2,2,8,-,"65-38 Austin St #5K, Rego Park, NY 11374",NAN,2021-10-19
"$848,000",3,3,2,-,"379 Mosley Ave, Staten Island, NY 10312",NAN,2021-10-19
"$339,000",2,1,-,-,"71-05 252nd St #198A, Bellerose, NY 11426",NAN,2021-10-19
"$1,650,000",8,4,2,-,"26-18 14th St, Astoria, NY 11102",NAN,2021-10-19
"$1,399,000",-,-,4,-,"6901 Central Ave, Glendale, NY 11385",NAN,2021-10-19
"$950,000",7,4,3,-,"179 Beach 118 St, Rockaway Park, NY 11694",NAN,2021-10-19
"$1,359,000",5,3,4,-,"77-64 79th St, Ridgewood, NY 11385",NAN,2021-10-19
"$745,000",S,1,7,-,"80 John St APT 6E, New York, NY 10038",NAN,2021-10-19
"$1,250,000",3,2,-,-,"33-21 29th St, Astoria, NY 11106",NAN,2021-10-19
"$1,625,000",1,2,8,-,"150 Columbus Ave APT 18E, New York, NY 10023",NAN,2021-10-19
"$1,350,000",2,2,1,-,"189 Avenue C APT 9E, New York, NY 10009",NAN,2021-10-19
"$1,995,000",3,3,1,-,"240 W 98th St APT 12G, New York, NY 10025",NAN,2021-10-19
"$560,000",1,1,-,-,"2323 31st Ave APT 5D, Astoria, NY 11106",NAN,2021-10-19
"$1,099,999",7,5,3,-,"117-06 204th St, Saint Albans, NY 11412",NAN,2021-10-19
"$375,000",2,1,1,-,"102-55 67th Dr, Forest Hills, NY 11375",NAN,2021-10-19
"$499,000",3,3,1,-,"43 Paris Ct, Staten Island, NY 10310",NAN,2021-10-19
"$1,100,000",4,3,3,-,"119 Petrus Ave, Staten Island, NY 10312",NAN,2021-10-19
"$1,199,000",3,5,1,-,"8810 24th Ave, Brooklyn, NY 11214",NAN,2021-10-19
"$672,000",2,2,1,-,"2066 85th St #3B, Brooklyn, NY 11214",NAN,2021-10-19
"$895,000",2,2,8,-,"1200 Decatur St #4B, Brooklyn, NY 11207",NAN,2021-10-19
"$525,000",1,1,5,-,"1200 Decatur St #2A, Brooklyn, NY 11207",NAN,2021-10-19
"$599,000",1,1,6,-,"1200 Decatur St #3B, Brooklyn, NY 11207",NAN,2021-10-19
"$680,000",3,2,1,-,"2265 W 7th St APT 2A, Brooklyn, NY 11223",NAN,2021-10-19
"$769,000",2,2,9,-,"1502 W 1st St, Brooklyn, NY 11204",NAN,2021-10-19
"$2,695,000",4,3,2,-,"229 E 79th St #2AB, New York, NY 10075",NAN,2021-10-19
